RATING,TITLE,VERIFIED,TEXT,DATE
5.0 out of 5 stars,Love it,Verified Purchase,"Loved by my daughter, great u can play on tv with it or on the go too.",Reviewed in the United Kingdom on 30 December 2019
5.0 out of 5 stars,Best gift,Verified Purchase,"Bought this as a gift for my grandson, and he loves it. Can play as a family through the tv or he can play as a hand held. Fantastic",Reviewed in the United Kingdom on 1 January 2021
5.0 out of 5 stars,Perfect,Verified Purchase,Love it!,Reviewed in the United Kingdom on 3 April 2021
5.0 out of 5 stars,Pretty damn good,Verified Purchase,"Great graphice, superfast. Only down side very fiddly controls.",Reviewed in the United Kingdom on 8 January 2020
5.0 out of 5 stars,Great great game,Verified Purchase,"Great console to all family , easy to travel with",Reviewed in the United Kingdom on 12 January 2021
5.0 out of 5 stars,Good value for money,Verified Purchase,This Nintendo did exactly what I wanted it for made my grandchildren very happy,Reviewed in the United Kingdom on 31 January 2021
5.0 out of 5 stars,"Excellent product, good value",Verified Purchase,My daughter absolutely loves this and the console even has free games you can download too,Reviewed in the United Kingdom on 29 December 2020
5.0 out of 5 stars,Perfect birthday’s gift,Verified Purchase,"Everything perfect with this console! A bit overpriced but was almost impossible to find anywhere else, so I’m happy with it!",Reviewed in the United Kingdom on 23 April 2021
5.0 out of 5 stars,I will recommend it,Verified Purchase,My son loved it. It reached us on time n in best quality,Reviewed in the United Kingdom on 20 June 2020
5.0 out of 5 stars,Great,Verified Purchase,Great,Reviewed in the United Kingdom on 16 January 2020
5.0 out of 5 stars,Nintendo,Verified Purchase,Very happy with my purchase,Reviewed in the United Kingdom on 6 December 2019
5.0 out of 5 stars,Great,Verified Purchase,"Great item, My son loves it",Reviewed in the United Kingdom on 28 December 2019
5.0 out of 5 stars,Great exprience,Verified Purchase,Great experience with order. Arrived a day early which made the kids even happier. Despatch and delivery fully communicated and easily tracked.,Reviewed in the United Kingdom on 30 November 2020
5.0 out of 5 stars,Great Fun!,Verified Purchase,Superb! Should have bought one years ago,Reviewed in the United Kingdom on 4 November 2020
5.0 out of 5 stars,Made affordable in 5 instslments,Verified Purchase,Made affordable by amazon 5 easy payments arrived quickly works perfect pitty doesnt come with a game to start them off but excellent,Reviewed in the United Kingdom on 27 December 2019
5.0 out of 5 stars,Nintendo Switch 👍,Verified Purchase,"Great games console, easy to use! My daughter has been on it everyday since she opened it on Christmas!",Reviewed in the United Kingdom on 29 December 2020
4.0 out of 5 stars,Entertaining,Verified Purchase,Bought for my Grandson 9 who absolutely loves it.,Reviewed in the United Kingdom on 6 March 2020
5.0 out of 5 stars,Great ⭐️⭐️⭐️⭐️⭐️,Verified Purchase,Love it 💗💗 arrived very fast,Reviewed in the United Kingdom on 17 October 2019
1.0 out of 5 stars,Charger stopped working after 3 weeks,Verified Purchase,The charger stopped working after just 3 weeks. Not happy. No seller details or warranty in the package so no help to get a new one.,Reviewed in the United Kingdom on 13 August 2020
5.0 out of 5 stars,Excellent,Verified Purchase,"This was a present and arrived promptly on the day of the birthday, lots of fun and games to have!",Reviewed in the United Kingdom on 12 June 2020
5.0 out of 5 stars,happy with item,Verified Purchase,good quality,Reviewed in the United Kingdom on 12 July 2020
5.0 out of 5 stars,Chuffed,Verified Purchase,Couldn't get in any other shop... but amozon delivered. Chuffed.,Reviewed in the United Kingdom on 16 March 2020
5.0 out of 5 stars,Very happy,Verified Purchase,"Delivered nice and quickly, works very well, no issues at all, very happy with this.",Reviewed in the United Kingdom on 12 November 2019
5.0 out of 5 stars,Love not being tied to TV.,Verified Purchase,My son loves it. Great that it's both hand held and can connect to big screen.,Reviewed in the United Kingdom on 12 March 2020
5.0 out of 5 stars,Takes up very little room,Verified Purchase,"Got it today and absolutely love it, brilliant update to the wii u. It also takes up so little room 5 stars!!",Reviewed in the United Kingdom on 30 June 2020
5.0 out of 5 stars,Great value for money,Verified Purchase,my daughter love's her Nintendo switch she says it's better than the ps4,Reviewed in the United Kingdom on 8 January 2021
5.0 out of 5 stars,Great buye,Verified Purchase,Keeps my teenager busy and easy to set up,Reviewed in the United Kingdom on 14 January 2020
5.0 out of 5 stars,Good deal,Verified Purchase,Does exactly wot it says on tin,Reviewed in the United Kingdom on 11 January 2020
5.0 out of 5 stars,Perfect,Verified Purchase,Its perfect everything as described,Reviewed in the United Kingdom on 23 February 2021
1.0 out of 5 stars,Very sensitive breaks easily .company ignores emails .not a happy granddaughter .,Verified Purchase,Broke after 21 days .emails ignored,Reviewed in the United Kingdom on 30 March 2021
5.0 out of 5 stars,It feels nice.,Verified Purchase,Great. Came a day early. I love it.,Reviewed in the United Kingdom on 17 March 2020
5.0 out of 5 stars,Fantastic,Verified Purchase,Christmas gift for our grandson he was thrilled & loves it worth every penny just watching him opening it.,Reviewed in the United Kingdom on 9 January 2020
5.0 out of 5 stars,Works perfectly,Verified Purchase,"Exactly as ordered, works perfectly",Reviewed in the United Kingdom on 28 July 2020
5.0 out of 5 stars,Very good,Verified Purchase,It's very nice. Its best for playing whit your friends,Reviewed in the United Kingdom on 28 November 2019
5.0 out of 5 stars,good item,Verified Purchase,good for me,Reviewed in the United Kingdom on 27 November 2020
4.0 out of 5 stars,Late Delivery,Verified Purchase,"The item is good, but the delivery is delay a week.",Reviewed in the United Kingdom on 8 March 2020
4.0 out of 5 stars,"It is in a good working order, good quality and no problems so for, would definitely recommend it.",Verified Purchase,It is very good piece of  kit I bought it for my son he really loves it.,Reviewed in the United Kingdom on 26 November 2020
4.0 out of 5 stars,All good,Verified Purchase,All good,Reviewed in the United Kingdom on 1 January 2021
5.0 out of 5 stars,Perfect,Verified Purchase,Love it.,Reviewed in the United Kingdom on 11 May 2021
5.0 out of 5 stars,ok,Verified Purchase,amazing,Reviewed in the United Kingdom on 10 January 2021
5.0 out of 5 stars,FUN! FUN! FUN!,Verified Purchase,Love so much fun and choice of games online is excellent 👌,Reviewed in the United Kingdom on 22 April 2021
5.0 out of 5 stars,Great console,Verified Purchase,"Amazing console that is great for either families, a young married couple or just friends wanting to chill",Reviewed in the United Kingdom on 4 March 2021
5.0 out of 5 stars,Finally!,Verified Purchase,I have been wanting this console for a very long time and I have finally got one. This has definitely been a quality purchase. Great product :D,Reviewed in the United Kingdom on 4 May 2020
1.0 out of 5 stars,probably a bad bunch but overall not too bad.,Verified Purchase,"Used for maybe a little more than 2 weeks, played it about 10/11 times and now it wont turn on or charge",Reviewed in the United Kingdom on 12 February 2021
4.0 out of 5 stars,good but late delivery,Verified Purchase,"great console came as expected , late delivery though contacted company and got no response",Reviewed in the United Kingdom on 17 December 2020
5.0 out of 5 stars,Every gamer should have one,Verified Purchase,"Arrived day after ordering, everything well packaged and well manufactured. 8hrs on mario kart 8 per day recommended.",Reviewed in the United Kingdom on 5 March 2020
5.0 out of 5 stars,great,Verified Purchase,to play with,Reviewed in the United Kingdom on 20 December 2020
5.0 out of 5 stars,Looks good,Verified Purchase,Sturdy,Reviewed in the United Kingdom on 14 December 2020
5.0 out of 5 stars,Would buy from this seller again,Verified Purchase,Arrived much sooner than expected and looks exactly like described,Reviewed in the United Kingdom on 31 August 2020
5.0 out of 5 stars,No complaints,Verified Purchase,"Nothing was missing in the box and there was no damage, the switch functions perfectly with no issues",Reviewed in the United Kingdom on 3 February 2021
1.0 out of 5 stars,Will it be replaced as not working,Verified Purchase,This product as stopped working?,Reviewed in the United Kingdom on 4 June 2020
5.0 out of 5 stars,Good,Verified Purchase,Good,Reviewed in the United Kingdom on 10 June 2020
5.0 out of 5 stars,Great,Verified Purchase,Great thanks,Reviewed in the United Kingdom on 14 December 2020
5.0 out of 5 stars,Amazing,Verified Purchase,Amazing but it took a long time to get shipped to the uk. more then a week.,Reviewed in the United Kingdom on 20 May 2021
5.0 out of 5 stars,What more could a boy want?,Verified Purchase,Arrived perfectly and on time for Christmas,Reviewed in the United Kingdom on 14 January 2020
5.0 out of 5 stars,"Quick delivery, perfect condition.",Verified Purchase,"Ordered my switch on the 4th, was expected between the 9th and 14th, but instead I received on the 7th! Perfect condition and works fine, would recommend.",Reviewed in the United Kingdom on 7 April 2020
5.0 out of 5 stars,Brilliant Delivery,Verified Purchase,Thank you very much it is great. Thank you!,Reviewed in the United Kingdom on 29 September 2020
5.0 out of 5 stars,Great value package deal good fun👍,Verified Purchase,Great value package deal👍,Reviewed in the United Kingdom on 30 April 2021
5.0 out of 5 stars,Good item,Verified Purchase,"Great item. Paid a premium but market forces dictate. Packed well, deft hassle free transaction",Reviewed in the United Kingdom on 18 March 2021
5.0 out of 5 stars,Great console,Verified Purchase,"Great especially with the monthly payment deal, Games are dear for the switch but some are worth it like Zelda, Mario, Mario Kart and Smash bros.",Reviewed in the United Kingdom on 5 March 2020
5.0 out of 5 stars,"Fantastic buy, works perfectly",Verified Purchase,Love this item we have games night with the kids on regular occasions,Reviewed in the United Kingdom on 28 February 2021
5.0 out of 5 stars,Fast,Verified Purchase,the only problem is that the battery drains too quicklybut otherwise everything is perfectAnd i recived the package very fast,Reviewed in the United Kingdom on 5 June 2020
5.0 out of 5 stars,"Nintendo switch, a super console",Verified Purchase,Great product. Xmas gift and kids love it and doesn't have to be fixed to the tv,Reviewed in the United Kingdom on 28 December 2020
5.0 out of 5 stars,Excellent,Verified Purchase,Switch is amazing Mayb a bit overpriced but still you are getting it when supply is short.,Reviewed in the United Kingdom on 5 June 2020
5.0 out of 5 stars,Fab,Verified Purchase,Christmas gift loved by all the family,Reviewed in the United Kingdom on 30 January 2020
5.0 out of 5 stars,Briliant,Verified Purchase,Love it purchased this as I really wanted one and it is the best.,Reviewed in the United Kingdom on 6 May 2020
5.0 out of 5 stars,Great,Verified Purchase,Great kids love it,Reviewed in the United Kingdom on 7 January 2021
5.0 out of 5 stars,Fast delivery,Verified Purchase,"Product excellent as advertised.Really fast delivery from Portugal, impressive!",Reviewed in the United Kingdom on 24 May 2020
5.0 out of 5 stars,Great,Verified Purchase,Great product kid loves it no issues at all works perfectly,Reviewed in the United Kingdom on 27 February 2020
5.0 out of 5 stars,good,Verified Purchase,good,Reviewed in the United Kingdom on 30 May 2020
5.0 out of 5 stars,"Great switch with good discount, warehouse deals rocks!!",Verified Purchase,"Grest buy with Warehouse deals, got excellent switch with great discounts.",Reviewed in the United Kingdom on 3 April 2021
5.0 out of 5 stars,Absolutely Perfect!,Verified Purchase,Arrived just on time was in perfect condition and we love it!!,Reviewed in the United Kingdom on 22 November 2020
3.0 out of 5 stars,Nintendo switch faulty - seller confirmed refund very quickly,Verified Purchase,"Although my product is faulty, the seller has advised they will collect my item on monday and has responded to my query very quickly.",Reviewed in the United Kingdom on 20 March 2020
5.0 out of 5 stars,Fun,Verified Purchase,Great family fun,Reviewed in the United Kingdom on 2 April 2021
5.0 out of 5 stars,Amazing,Verified Purchase,Amazing game console,Reviewed in the United Kingdom on 18 November 2020
4.0 out of 5 stars,Missing item,Verified Purchase,Everything is great but I am missing the ac adaptor to connect the switch to the tv,Reviewed in the United Kingdom on 28 December 2020
5.0 out of 5 stars,"Fast delivery, couldn’t ask for better.",Verified Purchase,Very quick delivery despite everything going on in the world right now. No concerns with packaging or product. Impressed.,Reviewed in the United Kingdom on 28 June 2020
5.0 out of 5 stars,Nintendo,Verified Purchase,Keeping my little one entertained at this difficult time. A great buy.,Reviewed in the United Kingdom on 30 January 2021
1.0 out of 5 stars,Unsatisfied,Verified Purchase,Frustrating,Reviewed in the United Kingdom on 27 April 2021
5.0 out of 5 stars,Fun,Verified Purchase,Very happy grandsons,Reviewed in the United Kingdom on 1 May 2020
5.0 out of 5 stars,The best,Verified Purchase,Amazing,Reviewed in the United Kingdom on 30 December 2019
5.0 out of 5 stars,Switch.,Verified Purchase,Great fun for children.,Reviewed in the United Kingdom on 31 January 2020
5.0 out of 5 stars,It works,Verified Purchase,Good,Reviewed in the United Kingdom on 3 May 2020
5.0 out of 5 stars,PERFECT,Verified Purchase,Amazing! Love it!,Reviewed in the United Kingdom on 10 March 2020
5.0 out of 5 stars,Switch,Verified Purchase,It was a gift the ricipient loved it.,Reviewed in the United Kingdom on 12 April 2021
5.0 out of 5 stars,Would recommend,Verified Purchase,"Quick review. Great console, love it!",Reviewed in the United Kingdom on 27 March 2021
5.0 out of 5 stars,Excellent purchase,Verified Purchase,Great my son loves it,Reviewed in the United Kingdom on 6 February 2020
3.0 out of 5 stars,Daylight robbery,Verified Purchase,Overpriced...,Reviewed in the United Kingdom on 7 December 2020
5.0 out of 5 stars,Nintendo is marvellous,Verified Purchase,most convenient choice for a new video game player,Reviewed in the United Kingdom on 7 March 2020
5.0 out of 5 stars,Fantastic,Verified Purchase,No longer meed to borrow my sons sneakily while hes at school!!,Reviewed in the United Kingdom on 2 February 2020
5.0 out of 5 stars,Great Nintendo switch,Verified Purchase,Everything stated was in the box works perfectly immaculate condition,Reviewed in the United Kingdom on 28 December 2020
5.0 out of 5 stars,Perfect,Verified Purchase,"Bought it for my birthday, it came on time and is perfect, one of my fave consoles",Reviewed in the United Kingdom on 30 August 2020
5.0 out of 5 stars,Great gift,Verified Purchase,Great gift,Reviewed in the United Kingdom on 11 January 2021
5.0 out of 5 stars,Great game play,Verified Purchase,The nuts,Reviewed in the United Kingdom on 13 March 2020
5.0 out of 5 stars,Delighted,Verified Purchase,"Very good service, looked after me very well and I will definitely be a returning customer! Thank you again!",Reviewed in the United Kingdom on 9 June 2020
5.0 out of 5 stars,Works perfect and fast delivery,Verified Purchase,"Arrived on time and works perfectly, very impressed.",Reviewed in the United Kingdom on 5 April 2021
5.0 out of 5 stars,Pretty cool!,Verified Purchase,"Pretty good console, decent battery life and good games available!",Reviewed in the United Kingdom on 6 March 2020
5.0 out of 5 stars,Love it,Verified Purchase,"Present for my son, he absolutely loves it",Reviewed in the United Kingdom on 21 January 2020
1.0 out of 5 stars,DO NOT BUY,Verified Purchase,WARNING DO NOT BUY LOOKS GOOD BUT SOO SLOOW SO NOT WORTH THE PRICE AFTER 1 DAY IT GETS BROKEN,Reviewed in the United Kingdom on 27 August 2020
5.0 out of 5 stars,Like new,Verified Purchase,Can’t fault it,Reviewed in the United Kingdom on 11 April 2021
5.0 out of 5 stars,Nintendo switch,Verified Purchase,It's a Nintendo switch,Reviewed in the United Kingdom on 12 November 2019
5.0 out of 5 stars,Excellent,Verified Purchase,Great item and price fast delivery,Reviewed in the United Kingdom on 30 December 2019
5.0 out of 5 stars,Brilliant,Verified Purchase,Absolutely brilliant delivery driver and product,Reviewed in the United Kingdom on 29 December 2020
5.0 out of 5 stars,Happy,Verified Purchase,Very quick delivery.Very happy with the game console.,Reviewed in the United Kingdom on 10 February 2021
5.0 out of 5 stars,Great job,Verified Purchase,Perfect gift,Reviewed in the United Kingdom on 29 December 2020
5.0 out of 5 stars,Can’t recommend enough,Verified Purchase,All the entertainment you need for long trips,Reviewed in the United Kingdom on 10 July 2020
5.0 out of 5 stars,Easy,Verified Purchase,Brand new and working perfectly,Reviewed in the United Kingdom on 30 October 2020
5.0 out of 5 stars,Nintendo Switch,Verified Purchase,Great fun console for the whole family. Fast delivery. Can't complain!,Reviewed in the United Kingdom on 13 April 2020
4.0 out of 5 stars,Quality,Verified Purchase,Good.,Reviewed in the United Kingdom on 4 February 2021
5.0 out of 5 stars,Quick delivery,Verified Purchase,Fantastic . Quick delivery,Reviewed in the United Kingdom on 10 February 2020
1.0 out of 5 stars,Arrived but not working,Verified Purchase,Arrived and not working. Seller refusing to refund for no hood reason,Reviewed in the United Kingdom on 28 May 2020
5.0 out of 5 stars,Awesome,Verified Purchase,Perfect present,Reviewed in the United Kingdom on 8 February 2020
1.0 out of 5 stars,broken after few months,Verified Purchase,"broken after few months,",Reviewed in the United Kingdom on 29 December 2020
5.0 out of 5 stars,Excellent,Verified Purchase,Seller was really helpful enjoyed the customer service would use again in future thanks.,Reviewed in the United Kingdom on 10 June 2020
5.0 out of 5 stars,Great,Verified Purchase,Works perfect even came earlier than expected!,Reviewed in the United Kingdom on 13 February 2021
5.0 out of 5 stars,10/10,Verified Purchase,Amazing quality and quick delivery great buy.,Reviewed in the United Kingdom on 11 February 2021
5.0 out of 5 stars,A MUST HAVE PRODUCT,Verified Purchase,Got this a day early brand new nothing faulty everything perfectly working,Reviewed in the United Kingdom on 22 May 2020
5.0 out of 5 stars,Excellent,Verified Purchase,everything is OK.. Thank You :),Reviewed in the United Kingdom on 18 July 2020
5.0 out of 5 stars,great fun,Verified Purchase,great portable and durable,Reviewed in the United Kingdom on 7 January 2020
5.0 out of 5 stars,amazing,Verified Purchase,"amazing game, very happy with this item",Reviewed in the United Kingdom on 9 February 2020
5.0 out of 5 stars,Great Christmas gift for 7 year old,Verified Purchase,Grandson loved it,Reviewed in the United Kingdom on 16 February 2020
5.0 out of 5 stars,"Great Product, can't fault it.",Verified Purchase,"Great Product, can't fault it.",Reviewed in the United Kingdom on 4 April 2021
5.0 out of 5 stars,New version of switch,Verified Purchase,Came very fast. Is the new model of the switch. My favourite gaming device by far!,Reviewed in the United Kingdom on 12 June 2020
5.0 out of 5 stars,Really good,Verified Purchase,Liked everything about it. Bought it for my son for christmas,Reviewed in the United Kingdom on 22 January 2020
5.0 out of 5 stars,Cosmic,Verified Purchase,Excellent.great fun for all the family,Reviewed in the United Kingdom on 17 January 2021
5.0 out of 5 stars,The Grandchildren love it,Verified Purchase,I haven't used it myself but my grandchildren love it.  It certainly keeps them amused.,Reviewed in the United Kingdom on 1 January 2020
1.0 out of 5 stars,.,Verified Purchase,Not for us,Reviewed in the United Kingdom on 18 February 2021
5.0 out of 5 stars,Fun,Verified Purchase,My son love this. I love it moreso,Reviewed in the United Kingdom on 15 January 2020
5.0 out of 5 stars,Easy setup,Verified Purchase,Brilliant my 6 year old loves it,Reviewed in the United Kingdom on 29 December 2020
5.0 out of 5 stars,Good quality and fast delivery,Verified Purchase,"Very good package and well delivery. Good quality product,  I like it!",Reviewed in the United Kingdom on 17 April 2020
1.0 out of 5 stars,Broken after 2 months,Verified Purchase,Stopped charging after 2 months!!!!!!,Reviewed in the United Kingdom on 2 March 2021
5.0 out of 5 stars,Great Bit Of Kit,Verified Purchase,I love it and the kids love it,Reviewed in the United Kingdom on 10 January 2020
1.0 out of 5 stars,Do not order from NXGEN,Verified Purchase,Game ok supplier a diaster,Reviewed in the United Kingdom on 11 January 2021
5.0 out of 5 stars,Easy to use for children,Verified Purchase,Child loved it,Reviewed in the United Kingdom on 14 January 2021
5.0 out of 5 stars,great entertainment,Verified Purchase,"came 1 day early, been playing it since it arrived love it",Reviewed in the United Kingdom on 19 July 2020
1.0 out of 5 stars,Faulty item,Verified Purchase,Didn't connect to the TV.,Reviewed in the United Kingdom on 16 April 2021
5.0 out of 5 stars,Great fun,Verified Purchase,"Excellent console for the family , good price , quick delivery",Reviewed in the United Kingdom on 1 March 2020
5.0 out of 5 stars,Great,Verified Purchase,"Bought for my son for christmas, he loves it and it arrived in great time.",Reviewed in the United Kingdom on 28 December 2019
5.0 out of 5 stars,Nintendo switch neon,Verified Purchase,Great price and a great bit of tech:),Reviewed in the United Kingdom on 11 June 2020
5.0 out of 5 stars,Present for son,Verified Purchase,Brilliant,Reviewed in the United Kingdom on 29 January 2020
5.0 out of 5 stars,Great purchase,Verified Purchase,"Fantastic piece of kit, we love it.",Reviewed in the United Kingdom on 13 January 2020
5.0 out of 5 stars,Best console at the moment.,Verified Purchase,"Everything was as expected, arrived on time. Everything included.",Reviewed in the United Kingdom on 24 March 2020
5.0 out of 5 stars,Very satisfied,Verified Purchase,Very good quality! Very fast delivery! Hope my boy friend likes it!,Reviewed in the United Kingdom on 9 May 2020
5.0 out of 5 stars,Its perfect,Verified Purchase,Perfect,Reviewed in the United Kingdom on 29 December 2019
5.0 out of 5 stars,Great!,Verified Purchase,Arrived sooner than it said very pleased with the product,Reviewed in the United Kingdom on 29 May 2020
5.0 out of 5 stars,Get Switchy,Verified Purchase,Great product.,Reviewed in the United Kingdom on 13 January 2021
4.0 out of 5 stars,Fun but not serious,Verified Purchase,Expensive for a console but good fun for groups,Reviewed in the United Kingdom on 20 January 2020
4.0 out of 5 stars,The Product Quality and Pace of Delivery were Bewildering,Verified Purchase,Great product,Reviewed in the United Kingdom on 1 January 2021
5.0 out of 5 stars,Excellent console,Verified Purchase,Great item,Reviewed in the United Kingdom on 6 February 2020
5.0 out of 5 stars,Switch,Verified Purchase,Great price boy loves it thanks,Reviewed in the United Kingdom on 15 January 2020
5.0 out of 5 stars,More than happy!,Verified Purchase,Everything is great and working fine. Thanks so much!,Reviewed in the United Kingdom on 13 May 2020
5.0 out of 5 stars,The functionality and condition,Verified Purchase,This product is excellent perfect condition,Reviewed in the United Kingdom on 26 June 2020
4.0 out of 5 stars,.,Verified Purchase,.zz,Reviewed in the United Kingdom on 20 January 2021
5.0 out of 5 stars,Speedy,Verified Purchase,Speedy delivery! Product as described.,Reviewed in the United Kingdom on 26 April 2020
5.0 out of 5 stars,Quick delivery.,Verified Purchase,The product and the delivery box was pristine and perfect. Thanks!,Reviewed in the United Kingdom on 12 February 2020
5.0 out of 5 stars,Buy it,Verified Purchase,Excellent,Reviewed in the United Kingdom on 19 June 2020
5.0 out of 5 stars,Great Quality and on time,Verified Purchase,Received it in a timely manner and no issues with quality,Reviewed in the United Kingdom on 15 December 2019
5.0 out of 5 stars,Great console for kids,Verified Purchase,My son loves it,Reviewed in the United Kingdom on 11 January 2020
5.0 out of 5 stars,Brill for kids to take out of for all the family to play on the tv x,Verified Purchase,My daughter loves this hasn’t put it down since she’s had it x,Reviewed in the United Kingdom on 19 January 2020
5.0 out of 5 stars,Good,Verified Purchase,Amazing,Reviewed in the United Kingdom on 16 April 2020
5.0 out of 5 stars,It is just as I expected it to be,Verified Purchase,It is a very good buy,Reviewed in the United Kingdom on 10 December 2019
5.0 out of 5 stars,Amazing!!!,Verified Purchase,Amazing!!!!,Reviewed in the United Kingdom on 4 August 2020
5.0 out of 5 stars,Best since the SNES,Verified Purchase,"Fantastic little console, fun for all the family",Reviewed in the United Kingdom on 29 January 2020
5.0 out of 5 stars,Wanderful,Verified Purchase,quick response and great item!,Reviewed in the United Kingdom on 20 April 2020
5.0 out of 5 stars,Great gift,Verified Purchase,Brilliant thanks,Reviewed in the United Kingdom on 8 January 2020
5.0 out of 5 stars,Fast delivery,Verified Purchase,"Excellent, quick delivery.",Reviewed in the United Kingdom on 25 April 2020
5.0 out of 5 stars,Fun for everyone,Verified Purchase,Absolutely love this device!,Reviewed in the United Kingdom on 13 February 2020
5.0 out of 5 stars,Wonderful,Verified Purchase,My son loves it!!!,Reviewed in the United Kingdom on 30 January 2020
5.0 out of 5 stars,Good deal,Verified Purchase,Everything perfect,Reviewed in the United Kingdom on 25 January 2020
5.0 out of 5 stars,Good,Verified Purchase,"It really was new, perfect",Reviewed in the United Kingdom on 7 April 2020
5.0 out of 5 stars,Must have!,Verified Purchase,Perfect!,Reviewed in the United Kingdom on 6 January 2020
5.0 out of 5 stars,Good,Verified Purchase,Good,Reviewed in the United Kingdom on 20 March 2020
5.0 out of 5 stars,Well done,Verified Purchase,Thank you so much,Reviewed in the United Kingdom on 29 April 2020
5.0 out of 5 stars,Fun!,Verified Purchase,is good,Reviewed in the United Kingdom on 23 March 2020
5.0 out of 5 stars,Lots of great exclusives,Verified Purchase,Very good and portable,Reviewed in the United Kingdom on 4 March 2020
5.0 out of 5 stars,:),Verified Purchase,Perfect.,Reviewed in the United Kingdom on 4 March 2020
5.0 out of 5 stars,Great product,Verified Purchase,Great kids love it,Reviewed in the United Kingdom on 22 January 2020
5.0 out of 5 stars,Bam,Verified Purchase,Fantastic,Reviewed in the United Kingdom on 24 February 2020
5.0 out of 5 stars,Great game,Verified Purchase,Great,Reviewed in the United Kingdom on 15 March 2020
5.0 out of 5 stars,Ok,Verified Purchase,Ok,Reviewed in the United Kingdom on 28 December 2019
5.0 out of 5 stars,perfect,Verified Purchase,good,Reviewed in the United Kingdom on 11 January 2020
5.0 out of 5 stars,Great console,Verified Purchase,Amazing,Reviewed in the United Kingdom on 9 January 2020
5.0 out of 5 stars,The same but better,,As far as I can tell the only difference between this new model and the old is that the processor has been updated with a more efficient variant. It has the same performance/graphics in games but because it uses less power this means it makes better use of the 4310mAh battery (same as the old model) and gives you a few more hours of gameplay before needing to charge.Apart from battery life everything is the same as the previous model so I won't get into what I'm sure thousands of other reviews say about the Switch. This model is the new standard version so this is the one to get unless you don't mind the lower battery life and find the original model at a good price.,Reviewed in the United Kingdom on 9 September 2019
3.0 out of 5 stars,"Good system, joy con design flaw",,This is a great games system but is let down by the joy cons which have a design flaw. Google j'oy con drifting' and see how widespread.  Nintendo are fixing this issue for free in the us but here in the UK you'll need to pay £30 per joy con for the privilege,Reviewed in the United Kingdom on 14 September 2019
2.0 out of 5 stars,Please read before purchasing.,,"I rarely write negative reviews of products, but I feel having had two Nintendo Switches since launch I need to make possible buyers aware of a serious issue.The main problem with this console is the joycons. I own 8 pairs of joycons (due to having a young family) and all bar one set have fallen victim to the ""infinite drift"" fault making them unusable.This wouldn't be so bad if Nintendo UK would honour warranty periods and free repairs available in other territories. Sadly in this case it is only a few months they will repair the joycons for free (as they should). Almost every set of joycons I've had that have started with the drifting have done so just outside the covered period. A £70~£80 product that lasts 7 months on average is just not good enough.The cost for repairing this fault is quoted at £35 (minimum) per individual joycon, so a faulty pair will set you back £70 (the cost of a new set of joycons).I've even purchased new sets of joycons from highstreet retailers that have been faulty on opening.(just to stress, this is not a case of needing recalibration or resyncing, all troubleshooting has always proved worthless)As much as I love Nintendo and have owned every console since the NES the switch has broken my faith in them.If you have a look around online it's clear I'm not just being unlucky here. Please bear this in mind before making a purchase!This may make the newer version of the Switch with inbuilt controls an even riskier purchase.",Reviewed in the United Kingdom on 9 November 2019
3.0 out of 5 stars,Great handheld but games cost way more than on other consoles,,"I am happy I bought this console due to some great exclusive titles like mario, yoshi and donkey kong.It is the perfect console to complement the ps4 or xbox for handheld use.If you plan to play mainly through a tv or dont already own a ps4 or xbox, I wouldn't bother though.While the exclusive titles are great, there aren't that many of them and most fairly short. I wouldn't say the exclusive titles are as good as the ps4 exclusives either.My main issue is with the 3rd party titles though. Due to the limited power of the console, they are no where near as good graphically. Furthermore, they all cost twice as much on the switch despite being inferior.",Reviewed in the United Kingdom on 18 October 2019
